timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1753561767953,00;6;GET characters;200;OK;Nataliia 1-1;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;6;0;0
1753561767960,00;3;GET character ID;200;OK;Nataliia 1-1;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;3;0;0
1753561767964,00;4;POST create character;201;Created;Nataliia 1-1;text;TRUE;;279;224;1;1;http://localhost:3001/character;4;0;2
1753561767969,00;2;PUT change character;200;OK;Nataliia 1-1;text;TRUE;;270;222;1;1;http://localhost:3001/character/22;2;0;0
1753561767971,00;3;Delete character;200;OK;Nataliia 1-1;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;3;0;0
1753561767972,00;3;GET characters;200;OK;Nataliia 1-2;text;TRUE;;1017;0;2;2;http://localhost:3001/characters;3;0;0
1753561767975,00;2;GET characters;200;OK;Nataliia 1-3;text;TRUE;;1017;0;2;2;http://localhost:3001/characters;2;0;0
1753561767976,00;2;GET character ID;200;OK;Nataliia 1-2;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561767977,00;2;GET character ID;200;OK;Nataliia 1-3;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561767979,00;4;POST create character;201;Created;Nataliia 1-2;text;TRUE;;279;224;2;2;http://localhost:3001/character;4;0;2
1753561767980,00;4;POST create character;201;Created;Nataliia 1-3;text;TRUE;;279;224;2;2;http://localhost:3001/character;4;0;1
1753561767984,00;8;PUT change character;200;OK;Nataliia 1-2;text;TRUE;;270;222;3;3;http://localhost:3001/character/22;8;0;0
1753561767985,00;8;PUT change character;200;OK;Nataliia 1-3;text;TRUE;;270;222;3;3;http://localhost:3001/character/23;8;0;0
1753561767987,00;6;GET characters;200;OK;Nataliia 1-4;text;TRUE;;1089;0;3;3;http://localhost:3001/characters;6;0;0
1753561767992,00;3;Delete character;200;OK;Nataliia 1-2;text;TRUE;;293;225;3;3;http://localhost:3001/character/22;3;0;0
1753561767993,00;3;Delete character;200;OK;Nataliia 1-3;text;TRUE;;293;225;2;2;http://localhost:3001/character/23;3;0;0
1753561767994,00;2;GET character ID;200;OK;Nataliia 1-4;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;2;0;0
1753561767997,00;2;POST create character;201;Created;Nataliia 1-4;text;TRUE;;279;224;1;1;http://localhost:3001/character;2;0;1
1753561768000,00;2;PUT change character;200;OK;Nataliia 1-4;text;TRUE;;270;222;1;1;http://localhost:3001/character/22;2;0;0
1753561768002,00;2;Delete character;200;OK;Nataliia 1-4;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;2;0;0
1753561768003,00;1;GET characters;200;OK;Nataliia 1-5;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;1;0;0
1753561768004,00;2;GET character ID;200;OK;Nataliia 1-5;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768005,00;2;GET characters;200;OK;Nataliia 1-6;text;TRUE;;1017;0;2;2;http://localhost:3001/characters;2;0;0
1753561768007,00;2;GET character ID;200;OK;Nataliia 1-6;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768007,00;4;POST create character;201;Created;Nataliia 1-5;text;TRUE;;279;224;2;2;http://localhost:3001/character;4;0;1
1753561768010,00;4;POST create character;201;Created;Nataliia 1-6;text;TRUE;;279;224;2;2;http://localhost:3001/character;4;0;2
1753561768012,00;4;PUT change character;200;OK;Nataliia 1-5;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;3;0;0
1753561768015,00;2;PUT change character;200;OK;Nataliia 1-6;text;TRUE;;270;222;2;2;http://localhost:3001/character/23;2;0;0
1753561768016,00;2;Delete character;200;OK;Nataliia 1-5;text;TRUE;;293;225;3;3;http://localhost:3001/character/22;2;0;0
1753561768017,00;3;Delete character;200;OK;Nataliia 1-6;text;TRUE;;293;225;2;2;http://localhost:3001/character/23;3;0;0
1753561768018,00;4;GET characters;200;OK;Nataliia 1-7;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;4;0;0
1753561768022,00;3;GET character ID;200;OK;Nataliia 1-7;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;3;0;0
1753561768026,00;3;POST create character;201;Created;Nataliia 1-7;text;TRUE;;279;224;1;1;http://localhost:3001/character;2;0;1
1753561768029,00;2;PUT change character;200;OK;Nataliia 1-7;text;TRUE;;270;222;1;1;http://localhost:3001/character/22;2;0;0
1753561768031,00;1;Delete character;200;OK;Nataliia 1-7;text;TRUE;;293;225;1;1;http://localhost:3001/character/22;1;0;0
1753561768034,00;1;GET characters;200;OK;Nataliia 1-8;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;1;0;0
1753561768036,00;1;GET character ID;200;OK;Nataliia 1-8;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;1;0;0
1753561768036,00;1;GET characters;200;OK;Nataliia 1-9;text;TRUE;;1017;0;2;2;http://localhost:3001/characters;1;0;0
1753561768037,00;2;GET character ID;200;OK;Nataliia 1-9;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768037,00;4;POST create character;201;Created;Nataliia 1-8;text;TRUE;;279;224;2;2;http://localhost:3001/character;4;0;1
1753561768039,00;3;POST create character;201;Created;Nataliia 1-9;text;TRUE;;279;224;2;2;http://localhost:3001/character;3;0;1
1753561768041,00;3;PUT change character;200;OK;Nataliia 1-8;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;3;0;0
1753561768043,00;3;PUT change character;200;OK;Nataliia 1-9;text;TRUE;;270;222;2;2;http://localhost:3001/character/23;3;0;0
1753561768044,00;3;Delete character;200;OK;Nataliia 1-8;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;3;0;0
1753561768046,00;2;Delete character;200;OK;Nataliia 1-9;text;TRUE;;293;225;1;1;http://localhost:3001/character/23;2;0;0
1753561768050,00;1;GET characters;200;OK;Nataliia 1-10;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;1;0;0
1753561768051,00;2;GET character ID;200;OK;Nataliia 1-10;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;2;0;0
1753561768053,00;3;POST create character;201;Created;Nataliia 1-10;text;TRUE;;279;224;1;1;http://localhost:3001/character;3;0;1
1753561768056,00;3;PUT change character;200;OK;Nataliia 1-10;text;TRUE;;270;222;1;1;http://localhost:3001/character/22;3;0;0
1753561768059,00;2;Delete character;200;OK;Nataliia 1-10;text;TRUE;;293;225;1;1;http://localhost:3001/character/22;2;0;0
1753561768065,00;2;GET characters;200;OK;Nataliia 1-11;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;2;0;0
1753561768067,00;1;GET character ID;200;OK;Nataliia 1-11;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;1;0;0
1753561768069,00;3;POST create character;201;Created;Nataliia 1-11;text;TRUE;;279;224;2;2;http://localhost:3001/character;3;0;1
1753561768071,00;1;GET characters;200;OK;Nataliia 1-13;text;TRUE;;1057;0;2;2;http://localhost:3001/characters;1;0;0
1753561768072,00;2;GET character ID;200;OK;Nataliia 1-13;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768072,00;3;PUT change character;200;OK;Nataliia 1-11;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;3;0;0
1753561768075,00;2;Delete character;200;OK;Nataliia 1-11;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;2;0;0
1753561768075,00;4;POST create character;201;Created;Nataliia 1-13;text;TRUE;;279;224;1;1;http://localhost:3001/character;4;0;1
1753561768080,00;1;PUT change character;200;OK;Nataliia 1-13;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;1;0;0
1753561768081,00;1;GET characters;200;OK;Nataliia 1-12;text;TRUE;;1053;0;3;3;http://localhost:3001/characters;1;0;0
1753561768082,00;2;Delete character;200;OK;Nataliia 1-13;text;TRUE;;293;225;3;3;http://localhost:3001/character/22;2;0;0
1753561768083,00;2;GET character ID;200;OK;Nataliia 1-12;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768082,00;3;GET characters;200;OK;Nataliia 1-14;text;TRUE;;1017;0;2;2;http://localhost:3001/characters;3;0;0
1753561768086,00;1;GET character ID;200;OK;Nataliia 1-14;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;1;0;0
1753561768086,00;3;POST create character;201;Created;Nataliia 1-12;text;TRUE;;279;224;2;2;http://localhost:3001/character;3;0;1
1753561768088,00;2;POST create character;201;Created;Nataliia 1-14;text;TRUE;;279;224;2;2;http://localhost:3001/character;2;0;1
1753561768089,00;1;PUT change character;200;OK;Nataliia 1-12;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;1;0;0
1753561768090,00;2;PUT change character;200;OK;Nataliia 1-14;text;TRUE;;270;222;3;3;http://localhost:3001/character/23;2;0;0
1753561768091,00;2;Delete character;200;OK;Nataliia 1-12;text;TRUE;;293;225;3;3;http://localhost:3001/character/22;1;0;0
1753561768092,00;2;GET characters;200;OK;Nataliia 1-15;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;2;0;0
1753561768092,00;3;Delete character;200;OK;Nataliia 1-14;text;TRUE;;293;225;2;2;http://localhost:3001/character/23;3;0;0
1753561768094,00;2;GET character ID;200;OK;Nataliia 1-15;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;2;0;0
1753561768098,00;3;POST create character;201;Created;Nataliia 1-15;text;TRUE;;279;224;1;1;http://localhost:3001/character;3;0;1
1753561768102,00;2;PUT change character;200;OK;Nataliia 1-15;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;2;0;0
1753561768103,00;2;GET characters;200;OK;Nataliia 1-16;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;2;0;0
1753561768104,00;3;Delete character;200;OK;Nataliia 1-15;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;3;0;0
1753561768105,00;2;GET character ID;200;OK;Nataliia 1-16;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768108,00;3;POST create character;201;Created;Nataliia 1-16;text;TRUE;;279;224;1;1;http://localhost:3001/character;3;0;2
1753561768112,00;1;GET characters;200;OK;Nataliia 1-17;text;TRUE;;1057;0;2;2;http://localhost:3001/characters;1;0;0
1753561768112,00;3;PUT change character;200;OK;Nataliia 1-16;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;2;0;0
1753561768113,00;2;GET character ID;200;OK;Nataliia 1-17;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768115,00;1;Delete character;200;OK;Nataliia 1-16;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;1;0;0
1753561768116,00;2;POST create character;201;Created;Nataliia 1-17;text;TRUE;;279;224;1;1;http://localhost:3001/character;2;0;1
1753561768120,00;1;PUT change character;200;OK;Nataliia 1-17;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;1;0;0
1753561768121,00;2;GET characters;200;OK;Nataliia 1-18;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;2;0;0
1753561768122,00;3;Delete character;200;OK;Nataliia 1-17;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;3;0;0
1753561768123,00;3;GET character ID;200;OK;Nataliia 1-18;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;3;0;0
1753561768127,00;3;POST create character;201;Created;Nataliia 1-18;text;TRUE;;279;224;1;1;http://localhost:3001/character;3;0;2
1753561768131,00;2;PUT change character;200;OK;Nataliia 1-18;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;2;0;0
1753561768133,00;1;GET characters;200;OK;Nataliia 1-19;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;1;0;0
1753561768133,00;2;Delete character;200;OK;Nataliia 1-18;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;2;0;0
1753561768134,00;2;GET character ID;200;OK;Nataliia 1-19;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;2;0;0
1753561768136,00;3;POST create character;201;Created;Nataliia 1-19;text;TRUE;;279;224;1;1;http://localhost:3001/character;3;0;2
1753561768140,00;2;PUT change character;200;OK;Nataliia 1-19;text;TRUE;;270;222;1;1;http://localhost:3001/character/22;2;0;0
1753561768142,00;2;Delete character;200;OK;Nataliia 1-19;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;2;0;0
1753561768143,00;1;GET characters;200;OK;Nataliia 1-20;text;TRUE;;1017;0;2;2;http://localhost:3001/characters;1;0;0
1753561768144,00;1;GET character ID;200;OK;Nataliia 1-20;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;1;0;0
1753561768146,00;3;POST create character;201;Created;Nataliia 1-20;text;TRUE;;279;224;1;1;http://localhost:3001/character;3;0;2
1753561768149,00;2;PUT change character;200;OK;Nataliia 1-20;text;TRUE;;270;222;1;1;http://localhost:3001/character/22;2;0;0
1753561768152,00;1;Delete character;200;OK;Nataliia 1-20;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;1;0;0
1753561768152,00;2;GET characters;200;OK;Nataliia 1-21;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;2;0;0
1753561768154,00;1;GET character ID;200;OK;Nataliia 1-21;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;1;0;0
1753561768156,00;2;POST create character;201;Created;Nataliia 1-21;text;TRUE;;279;224;1;1;http://localhost:3001/character;2;0;1
1753561768159,00;3;PUT change character;200;OK;Nataliia 1-21;text;TRUE;;270;222;1;1;http://localhost:3001/character/22;3;0;0
1753561768162,00;1;Delete character;200;OK;Nataliia 1-21;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;1;0;0
1753561768163,00;1;GET characters;200;OK;Nataliia 1-22;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;1;0;0
1753561768164,00;1;GET character ID;200;OK;Nataliia 1-22;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;1;0;0
1753561768166,00;5;POST create character;201;Created;Nataliia 1-22;text;TRUE;;279;224;1;1;http://localhost:3001/character;5;0;2
1753561768171,00;3;PUT change character;200;OK;Nataliia 1-22;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;3;0;0
1753561768174,00;1;GET characters;200;OK;Nataliia 1-23;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;1;0;0
1753561768174,00;3;Delete character;200;OK;Nataliia 1-22;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;3;0;0
1753561768176,00;3;GET character ID;200;OK;Nataliia 1-23;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;3;0;0
1753561768179,00;3;POST create character;201;Created;Nataliia 1-23;text;TRUE;;279;224;2;2;http://localhost:3001/character;3;0;2
1753561768182,00;1;GET characters;200;OK;Nataliia 1-24;text;TRUE;;1057;0;2;2;http://localhost:3001/characters;1;0;0
1753561768182,00;3;PUT change character;200;OK;Nataliia 1-23;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;3;0;0
1753561768184,00;1;GET character ID;200;OK;Nataliia 1-24;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;1;0;0
1753561768185,00;1;Delete character;200;OK;Nataliia 1-23;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;1;0;0
1753561768186,00;5;POST create character;201;Created;Nataliia 1-24;text;TRUE;;279;224;1;1;http://localhost:3001/character;5;0;1
1753561768192,00;2;PUT change character;200;OK;Nataliia 1-24;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;2;0;0
1753561768194,00;1;GET characters;200;OK;Nataliia 1-25;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;1;0;0
1753561768195,00;1;Delete character;200;OK;Nataliia 1-24;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;1;0;0
1753561768195,00;2;GET character ID;200;OK;Nataliia 1-25;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768198,00;2;POST create character;201;Created;Nataliia 1-25;text;TRUE;;279;224;1;1;http://localhost:3001/character;2;0;1
1753561768201,00;2;PUT change character;200;OK;Nataliia 1-25;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;2;0;0
1753561768201,00;2;GET characters;200;OK;Nataliia 1-26;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;2;0;0
1753561768203,00;2;Delete character;200;OK;Nataliia 1-25;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;2;0;0
1753561768204,00;1;GET character ID;200;OK;Nataliia 1-26;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;1;0;0
1753561768206,00;4;POST create character;201;Created;Nataliia 1-26;text;TRUE;;279;224;1;1;http://localhost:3001/character;4;0;2
1753561768211,00;1;PUT change character;200;OK;Nataliia 1-26;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;1;0;0
1753561768212,00;1;GET characters;200;OK;Nataliia 1-27;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;1;0;0
1753561768212,00;2;Delete character;200;OK;Nataliia 1-26;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;2;0;0
1753561768213,00;2;GET character ID;200;OK;Nataliia 1-27;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;2;0;0
1753561768216,00;2;POST create character;201;Created;Nataliia 1-27;text;TRUE;;279;224;1;1;http://localhost:3001/character;2;0;1
1753561768219,00;1;PUT change character;200;OK;Nataliia 1-27;text;TRUE;;270;222;1;1;http://localhost:3001/character/22;1;0;0
1753561768220,00;2;Delete character;200;OK;Nataliia 1-27;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;2;0;0
1753561768222,00;1;GET characters;200;OK;Nataliia 1-28;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;1;0;0
1753561768223,00;1;GET character ID;200;OK;Nataliia 1-28;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;1;0;0
1753561768225,00;3;POST create character;201;Created;Nataliia 1-28;text;TRUE;;279;224;1;1;http://localhost:3001/character;3;0;1
1753561768228,00;2;PUT change character;200;OK;Nataliia 1-28;text;TRUE;;270;222;1;1;http://localhost:3001/character/22;2;0;0
1753561768231,00;1;Delete character;200;OK;Nataliia 1-28;text;TRUE;;293;225;1;1;http://localhost:3001/character/22;1;0;0
1753561768271,00;2;GET characters;200;OK;Nataliia 1-29;text;TRUE;;1017;0;1;1;http://localhost:3001/characters;2;0;0
1753561768274,00;2;GET character ID;200;OK;Nataliia 1-29;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;2;0;0
1753561768278,00;4;POST create character;201;Created;Nataliia 1-29;text;TRUE;;279;224;2;2;http://localhost:3001/character;4;0;1
1753561768281,00;2;GET characters;200;OK;Nataliia 1-30;text;TRUE;;1057;0;2;2;http://localhost:3001/characters;2;0;0
1753561768283,00;2;GET character ID;200;OK;Nataliia 1-30;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768283,00;4;PUT change character;200;OK;Nataliia 1-29;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;4;0;0
1753561768286,00;4;POST create character;201;Created;Nataliia 1-30;text;TRUE;;279;224;3;3;http://localhost:3001/character;4;0;2
1753561768287,00;5;Delete character;200;OK;Nataliia 1-29;text;TRUE;;293;225;3;3;http://localhost:3001/character/22;5;0;0
1753561768288,00;5;GET characters;200;OK;Nataliia 1-31;text;TRUE;;1057;0;2;2;http://localhost:3001/characters;5;0;0
1753561768292,00;3;PUT change character;200;OK;Nataliia 1-30;text;TRUE;;270;222;2;2;http://localhost:3001/character/23;3;0;0
1753561768293,00;3;GET character ID;200;OK;Nataliia 1-31;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;3;0;0
1753561768296,00;2;Delete character;200;OK;Nataliia 1-30;text;TRUE;;293;225;3;3;http://localhost:3001/character/23;2;0;0
1753561768297,00;2;GET characters;200;OK;Nataliia 1-32;text;TRUE;;1017;0;2;2;http://localhost:3001/characters;2;0;0
1753561768297,00;4;POST create character;201;Created;Nataliia 1-31;text;TRUE;;279;224;2;2;http://localhost:3001/character;4;0;1
1753561768299,00;2;GET character ID;200;OK;Nataliia 1-32;text;TRUE;;269;0;2;2;http://localhost:3001/character/1;2;0;0
1753561768301,00;2;PUT change character;200;OK;Nataliia 1-31;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;2;0;0
1753561768302,00;3;POST create character;201;Created;Nataliia 1-32;text;TRUE;;279;224;2;2;http://localhost:3001/character;3;0;1
1753561768303,00;2;Delete character;200;OK;Nataliia 1-31;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;2;0;0
1753561768305,00;2;PUT change character;200;OK;Nataliia 1-32;text;TRUE;;270;222;2;2;http://localhost:3001/character/23;2;0;0
1753561768307,00;1;GET characters;200;OK;Nataliia 1-33;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;1;0;0
1753561768307,00;3;Delete character;200;OK;Nataliia 1-32;text;TRUE;;293;225;2;2;http://localhost:3001/character/23;3;0;0
1753561768309,00;1;GET character ID;200;OK;Nataliia 1-33;text;TRUE;;269;0;1;1;http://localhost:3001/character/1;1;0;0
1753561768311,00;3;POST create character;201;Created;Nataliia 1-33;text;TRUE;;279;224;1;1;http://localhost:3001/character;3;0;1
1753561768315,00;4;PUT change character;200;OK;Nataliia 1-33;text;TRUE;;270;222;2;2;http://localhost:3001/character/22;4;0;0
1753561768316,00;4;GET characters;200;OK;Nataliia 1-34;text;TRUE;;1053;0;2;2;http://localhost:3001/characters;4;0;0
1753561768320,00;1;Delete character;200;OK;Nataliia 1-33;text;TRUE;;293;225;2;2;http://localhost:3001/character/22;1;0;0
